PGC_name       PGC_no        vrad      e_vrad        vopt      e_vopt           v         e_v        vvir        zvir     z_err          type     objname   hl_names
PGC0044125   4.412e+04      2698.6         4.9      2683.1        35.2      2698.3         3.8      2786.6    0.009295   1.268e-05         SBc    UGC08056 SDSSJ125619.85+101119.6
PGC0044170   4.417e+04       562.4         5.3         441        50.4       561.1         9.8       657.7    0.002194   3.269e-05           I    UGC08061   [KK98]172
PGC0044213   4.421e+04       -9999       -9999     13381.2          29     13381.2          29       13566     0.04525   9.673e-05          Sc   PGC044213  2MFGC10241
PGC0044240   4.424e+04        2751         5.5      2807.2        87.5      2751.2         4.6      2795.3    0.009324   1.534e-05         SBm    UGC08066 [FN2007]1299
PGC0044254   4.425e+04      2843.5           6      2835.1         4.5      2838.1         3.9      2868.8    0.009569   1.301e-05         Sbc    UGC08067 6dFJ1257122-014225
PGC0044323   4.432e+04       -9999       -9999      6829.8        12.7      6829.8        12.7      6999.2     0.02335   4.236e-05           E    NGC4841A SDSSJ125731.95+282836.9
PGC0044329   4.433e+04       -9999       -9999      6263.7        14.4      6263.7        14.4      6433.1     0.02146   4.803e-05           E    NGC4841B SDSSJ125733.88+282856.1
PGC0044354   4.435e+04         911        12.1         911          10         911         5.5       963.5    0.003214   1.835e-05          Sm    UGC08074 SDSSJ125744.57+024130.2
PGC0044370   4.437e+04        2526         7.4        2538        34.2      2526.5         5.4      2700.7    0.009009   1.801e-05          Sc    UGC08076 [WTK2001]J125749.96+293915.0
PGC0044388   4.439e+04        4916           6      4923.1        15.6      4916.9         4.2      4938.3     0.01647   1.401e-05        S0-a     NGC4843 6dFJ1258008-033716
PGC0044392   4.439e+04      1097.4         6.3      1116.4        17.9      1099.5           6      1146.6    0.003825   2.001e-05         Sab     NGC4845  2MFGC10266
PGC0044414   4.441e+04       -9999       -9999       916.5        31.2       916.5        31.2      1027.1    0.003426   0.0001041         IAB    UGC08081 SDSSJ125809.02+145132.1
PGC0044432   4.443e+04      2041.9         4.7      2055.7          48        2042         3.4      2151.3    0.007176   1.134e-05         SBc    UGC08085  2MFGC10269
PGC0044450   4.445e+04      2771.2         6.9        2777           1      2776.9         0.9      2830.1     0.00944   3.002e-06         SBd    UGC08084  2MFGC10270
PGC0044468   4.447e+04      7143.5         7.3       -9999       -9999      7143.5         7.3      7229.4     0.02411   2.435e-05          Sd    UGC08089    UGC08089
PGC0044491   4.449e+04       214.1         2.1       235.6        14.9       214.5         2.6       322.4    0.001075   8.673e-06           I    UGC08091 SDSSJ125840.20+141300.7
PGC0044495    4.45e+04       -9999       -9999     10809.9        48.3     10809.9        48.3     10900.9     0.03636   0.0001611         SBa      IC0840 SDSSJ125842.03+103659.4
PGC0044536   4.454e+04       839.7         4.8         826         8.8       836.6           5      1030.9    0.003439   1.668e-05         SBm   PGC044532     NGC4861
PGC0044557   4.456e+04      4661.1        10.1      4697.5        15.7      4671.7        13.2      4874.9     0.01626   4.403e-05         Sab     NGC4868   PGC044557
PGC0044600    4.46e+04      1988.8         3.7        1959        10.8      1985.7         6.9      2093.6    0.006983   2.302e-05        S0-a     NGC4866  2MFGC10288
PGC0044631   4.463e+04       -9999       -9999      7187.2        55.5      7187.2        55.5      7408.6     0.02471   0.0001851          Sc    UGC08104 SDSSJ125932.49+424532.2
PGC0044641   4.464e+04       -9999       -9999      8296.6        28.7      8296.6        28.7      8547.5     0.02851   9.573e-05          IB    UGC08107 MCG+09-21-077
PGC0044719   4.472e+04       -9999       -9999      1376.9        20.4      1376.9        20.4      1477.2    0.004927   6.805e-05        S0-a     NGC4880 SDSSJ130010.57+122859.9
PGC0044731   4.473e+04       -9999       -9999      8304.7        28.7      8304.7        28.7      8504.4     0.02837   9.573e-05          Sc      IC4028 SDSSJ130016.13+361514.8
PGC0044733   4.473e+04       -9999       -9999        1028        39.1        1028        39.1      1052.9    0.003512   0.0001304         SBm   PGC044733 SDSSJ130017.48-030358.9
PGC0044782   4.478e+04       -9999       -9999      2079.1         3.1      2079.1         3.1      2351.7    0.007844   1.034e-05        S0-a   PGC044782 NPM1G+64.0108
PGC0044797    4.48e+04       964.5         4.3       958.2         2.8       960.1         2.6      1012.6    0.003378   8.673e-06         SBc     NGC4900     NGC4900
PGC0044806   4.481e+04       -9999       -9999      8326.3        26.7      8326.3        26.7      8526.4     0.02844   8.906e-05          S0      IC4049 SDSSJ130042.65+362043.9
PGC0044807   4.481e+04       -9999       -9999        4748          23        4748          23      4951.6     0.01652   7.672e-05           E     NGC4912 MCG+06-29-014
PGC0044838   4.484e+04       -9999       -9999      7379.4        37.8      7379.4        37.8      7614.5      0.0254   0.0001261         SBb     NGC4917     NGC4917
PGC0044846   4.485e+04      1173.6         4.5      1188.6         1.7      1186.7         3.6      1226.9    0.004092   1.201e-05          Sc     NGC4904 HIPASSJ1300-00
PGC0044858   4.486e+04      1418.8         4.9        1464         2.5      1454.9        12.9      1485.6    0.004955   4.303e-05          IB    UGC08127 SDSSJ130103.42-015712.9
PGC0044867   4.487e+04       -9999       -9999     10654.9        66.3     10654.9        66.3     10867.2     0.03625   0.0002212          S0      IC4064 SDSSJ130106.72+395029.2
PGC0044896    4.49e+04        7071         7.9      7155.5         7.9      7113.1        30.1      7286.9     0.02431   0.0001004           E     NGC4922 [MO2001]J130124.8+291848.0
PGC0044908   4.491e+04       -9999       -9999      7384.1        14.7      7384.1        14.7      7557.3     0.02521   4.903e-05          S0      IC0843 [WKE96]NSER05465
PGC0044913   4.491e+04       -9999       -9999      9052.6        35.9      9052.6        35.9      9306.3     0.03104   0.0001197         Sbc    UGC08143 MCG+09-21-086
PGC0044920   4.492e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99          Sc      IC4086    UGC08141
PGC0044921   4.492e+04      7106.6         4.7      7099.3         6.4        7104         3.5      7276.9     0.02427   1.167e-05         Sab      IC4088  2MFGC10337
PGC0044932   4.493e+04       -9999       -9999     11833.4        26.6     11833.4        26.6     11898.5     0.03969   8.873e-05         Sab    UGC08138    UGC08138
PGC0044961   4.496e+04       668.4           4       -9999       -9999       668.4           4       931.3    0.003106   1.334e-05          Sc    UGC08146  2MFGC10348
PGC0044963   4.496e+04       -9999       -9999      8242.6        41.1      8242.6        41.1      8457.1     0.02821   0.0001371          Sc      IC4100 SDSSJ130204.91+402430.0
PGC0044986   4.499e+04        7579         7.4      7603.9          21      7581.8         7.4      7769.7     0.02592   2.468e-05        SBab    UGC08145  2MFGC10351
PGC0045015   4.502e+04        7089         3.9        7155          43      7089.5           5      7333.7     0.02446   1.668e-05          Sc     NGC4932 SDSSJ130237.71+502618.3
PGC0045039   4.504e+04      7137.6         4.1        7137           6      7137.4         2.6      7211.5     0.02405   8.673e-06          Sc    UGC08149  2MFGC10361
PGC0045071   4.507e+04      2863.4         6.6      2870.8        16.2      2864.5         4.7      2925.1    0.009757   1.568e-05         Scd    UGC08153   PGC045071
PGC0045085   4.508e+04       -9999       -9999      7072.4        32.1      7072.4        32.1      7317.2     0.02441   0.0001071          Sc    UGC08162 CGCG270-043
PGC0045093   4.509e+04        6413         7.2      6420.5        30.7      6413.4           5      6523.5     0.02176   1.668e-05          Sb     NGC4935 SDSSJ130321.22+142239.0
PGC0045137   4.514e+04      2942.3         5.9      2927.8         1.8        2929         3.2      3023.4     0.01008   1.067e-05          Sc    UGC08166 SDSSJ130352.47+105819.7
PGC0045145   4.514e+04       -9999       -9999     10624.9        49.8     10624.9        49.8       10828     0.03612   0.0001661          Sb      IC4144  2MFGC10377
PGC0045168   4.517e+04       10505          10     10501.4        45.9     10504.8         6.7     10591.1     0.03533   2.235e-05          Sc    UGC08170 SDSSJ130415.04+091324.4
PGC0045195    4.52e+04      1361.2         3.7      1371.6           2      1369.1         3.3        1393    0.004647   1.101e-05          Sd   PGC045195 HIPASSJ1304-03
PGC0045196    4.52e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99        E-SO    UGC08174 SDSSJ130427.83+553617.7
PGC0045233   4.523e+04       -9999       -9999      5962.6         8.4      5962.6         8.4      6136.7     0.02047   2.802e-05           E     NGC4952 SDSSJ130458.38+290720.0
PGC0045236   4.524e+04       -9999       -9999        4765        35.4        4765        35.4      4962.1     0.01655   0.0001181          S0     NGC4956   PGC045236
PGC0045261   4.526e+04       -9999       -9999     15527.6        19.8     15527.6        19.8       15713     0.05241   6.605e-05         SBb    UGC08179 SDSSJ130514.15+315959.0
PGC0045264   4.526e+04       10853         7.9     10860.6        23.3     10853.8         5.5       11037     0.03682   1.835e-05        SBab      IC4166 MCG+05-31-122
PGC0045274   4.527e+04       883.9         4.5       921.9        40.8       884.4         4.3      1073.2     0.00358   1.434e-05          Sd    UGC08181 SDSSJ130524.63+325400.3
PGC0045306   4.531e+04        1171        10.3      1186.6         1.5      1186.3         1.9      1386.6    0.004625   6.338e-06           I      IC4178 SDSSJ130541.49+360102.8
PGC0045309   4.531e+04       -9999       -9999      7435.7          33      7435.7          33      7669.8     0.02558   0.0001101         Sbc    UGC08189  2MFGC10415
PGC0045314   4.531e+04       320.9         3.3         206          15       315.7          17       521.7     0.00174   5.671e-05          Sm      IC4182 IRAS13035+3752
PGC0045322   4.532e+04      7007.9         5.1      7014.2          25      7008.2           4      7069.6     0.02358   1.334e-05         Sbc    UGC08186  2MFGC10419
PGC0045336   4.534e+04        4818         6.3      4814.1        30.8      4817.8         4.5      5018.1     0.01674   1.501e-05          Sc      IC4189 SDSSJ130603.54+355849.2
PGC0045339   4.534e+04       -9999       -9999      8322.1          30      8322.1          30      8579.5     0.02862   0.0001001          Sb     NGC4977 NPM1G+55.0169
PGC0045361   4.536e+04       -9999       -9999     10289.8        45.9     10289.8        45.9     10530.9     0.03513   0.0001531          Sd    UGC08198   PGC045361
PGC0045362   4.536e+04      9669.2         6.3        9604          56      9668.4         6.5      9760.8     0.03256   2.168e-05         Sab    UGC08192 SDSSJ130618.34+102236.5
PGC0045366   4.537e+04      7041.9         3.9        7102          67      7042.1         3.9      7218.7     0.02408   1.301e-05         Scd    UGC08195  2MFGC10426
PGC0045372   4.537e+04        34.2         7.4       -9999       -9999        34.2         7.4         312    0.001041   2.468e-05           I    UGC08201 [RC2]A1304+67
PGC0045410   4.541e+04        4751        10.3      4752.9        33.3      4751.2           7      4948.6     0.01651   2.335e-05          Sd    UGC08200 SDSSJ130655.89+350756.7
PGC0045435   4.544e+04       -9999       -9999      8297.3        35.1      8297.3        35.1        8560     0.02855   0.0001171          Sb    UGC08205 MCG+10-19-034
PGC0045451   4.545e+04      5299.7         4.1      5298.5          14      5299.6         2.7      5488.9     0.01831   9.006e-06          Sc    UGC08203  2MFGC10438
PGC0045457   4.546e+04       -9999       -9999      7176.7        44.7      7176.7        44.7      7426.9     0.02477   0.0001491          Sc    UGC08211 MCG+09-22-014
PGC0045472   4.547e+04       -9999       -9999      8327.9        24.7      8327.9        24.7      8594.5     0.02867   8.239e-05        E-SO      IC0852 MCG+10-19-035
PGC0045478   4.548e+04       -9999       -9999      7140.8        27.9      7140.8        27.9      7214.4     0.02406   9.306e-05        S0-a    UGC08204 SDSSJ130739.41+062009.4
PGC0045480   4.548e+04      5427.3         7.6      5430.1         6.9      5428.8         3.7      5466.7     0.01823   1.234e-05        SABc      IC0849 [FN2007]1340
PGC0045491   4.549e+04      5415.3         7.9      5495.5         2.4      5488.7        15.9        5527     0.01844   5.304e-05         Scd      IC0850 [FN2007]1341
PGC0045502    4.55e+04       -9999       -9999      4722.1        23.1      4722.1        23.1      4971.2     0.01658   7.705e-05           E     NGC4987 CGCG271-013
PGC0045506   4.551e+04         217         3.3         191        50.4       216.9         2.6       452.4    0.001509   8.673e-06           I    UGC08215 SDSSJ130803.54+464940.0
PGC0045521   4.552e+04       -9999       -9999        8224          34        8224          34      8493.2     0.02833   0.0001134        S0-a    UGC08226 CGCG294-020
PGC0045522   4.552e+04       -9999       -9999        8435          47        8435          47      8655.1     0.02887   0.0001568          S0     NGC4985    UGC08218
PGC0045528   4.553e+04       -9999       -9999      8634.8        39.8      8634.8        39.8      8866.2     0.02957   0.0001328          S0    UGC08225 CGCG245-022
PGC0045534   4.553e+04      3288.7         7.4        3295        41.8      3288.9         5.2      3501.8     0.01168   1.735e-05         SBc    UGC08224  2MFGC10452
PGC0045538   4.554e+04        4822         8.5        4786          32      4819.6         8.6      5017.7     0.01674   2.869e-05         SBb     NGC4986   PGC045538
PGC0045560   4.556e+04        7152        11.5      7157.2          51      7152.3           8      7403.5      0.0247   2.669e-05        SABa      IC0853 SDSSJ130841.73+524627.3
PGC0045567   4.557e+04      5360.2         7.7      5363.4         7.5      5361.9         3.9      5394.2     0.01799   1.301e-05         SBc    UGC08223 HIPASSJ1308-02
PGC0045572   4.557e+04       -9999       -9999      8104.8          32      8104.8          32      8375.2     0.02794   0.0001067        S0-a    UGC08234 SDSSJ130846.49+621618.2
PGC0045580   4.558e+04      5985.6         5.7      5992.6        15.1      5986.4         4.2      6157.9     0.02054   1.401e-05          Sb    UGC08229 SDSSJ130854.19+281102.0
PGC0045583   4.558e+04       -9999       -9999      2850.2        27.5      2850.2        27.5      3120.8     0.01041   9.173e-05         SBb    UGC08237 SDSSJ130854.47+621822.9
PGC0045593   4.559e+04       -9999       -9999      7543.7        36.6      7543.7        36.6      7642.9     0.02549   0.0001221          Sa     NGC4992    UGC08232
PGC0045605    4.56e+04       -9999       -9999      8352.8        28.7      8352.8        28.7      8623.2     0.02876   9.573e-05        E-SO     NGC5007    UGC08240
PGC0045610   4.561e+04       -9999       -9999     10712.2        31.2     10712.2        31.2     10946.4     0.03651   0.0001041          Sc    UGC08239  2MFGC10471
PGC0045614   4.561e+04        3620         8.5      3605.9        29.4      3618.9         6.4      3696.2     0.01233   2.135e-05          Sc    UGC08233 MCG+01-34-003
PGC0045629   4.563e+04       -9999       -9999        5476        17.5        5476        17.5      5523.5     0.01842   5.837e-05        S0-a     NGC4996 [FN2007]1350
PGC0045632   4.563e+04        5647         8.5      5695.9        22.2      5653.2        12.9      5704.7     0.01903   4.303e-05          Sb     NGC4999 IRAS13070+0156
PGC0045644   4.564e+04      7308.1         8.1      7300.2           0      7300.2       -9999      7338.3     0.02448      -99.99          Sc    UGC08238 6dFJ1309411-010254
PGC0045655   4.566e+04       -9999       -9999      8662.2        55.8      8662.2        55.8      8919.9     0.02975   0.0001861          S0    UGC08247    UGC08247
PGC0045658   4.566e+04      5613.2         4.5      5613.3         9.7      5613.2         2.9      5787.9     0.01931   9.673e-06        SBbc     NGC5000 [WTK2001]J130947.44+285423.0
PGC0045668   4.567e+04      7094.5         4.7      7117.7        38.3      7094.9         3.9      7267.5     0.02424   1.301e-05          Sc    UGC08244 [STE2000]B130729.10+283854.5
PGC0045684   4.568e+04       809.1         5.8       806.1          15       808.7         3.9      1003.5    0.003347   1.301e-05         SBc    UGC08246  2MFGC10488
PGC0045700    4.57e+04        5273         6.4      5290.5        17.7        5275         5.9      5463.6     0.01822   1.968e-05          Sc    UGC08250  2MFGC10494
PGC0045719   4.572e+04       -9999       -9999       11151          53       11151          53     11347.6     0.03785   0.0001768          S0    UGC08251 SDSSJ131034.16+343810.4
PGC0045728   4.573e+04      1088.1         8.6      1056.4         3.8      1061.7         8.7      1265.5    0.004221   2.902e-05         SBm     NGC5002 SDSSJ131038.23+363804.3
PGC0045737   4.574e+04        7578          10      7544.3        33.5      7575.2         9.5      7819.8     0.02608   3.169e-05          Sc    UGC08257  2MFGC10502
PGC0045739   4.574e+04       -9999       -9999      9401.8        49.5      9401.8        49.5      9646.8     0.03218   0.0001651         SBb     NGC5009    UGC08258
PGC0045741   4.574e+04      3319.4         4.5      3578.9        88.7      3320.1         9.7      3420.2     0.01141   3.236e-05          Sm    UGC08253 SDSSJ131043.91+114228.2
PGC0045749   4.575e+04         947         4.7      1011.9        30.4       948.5         7.7      1153.8    0.003849   2.568e-05        SABb     NGC5005 MCG+06-29-052
PGC0045750   4.575e+04        3367         3.5      3382.6        34.4      3367.2         2.6      3466.3     0.01156   8.673e-06          Sc    UGC08255 CGCG072-012
PGC0045755   4.576e+04       853.7         5.3     87204.1        58.8       -9999       -9999       -9999      -99.99      -99.99           I    UGC08261 SDSSJ131100.90+353008.9
PGC0045756   4.576e+04       -9999       -9999      7059.3        19.6      7059.3        19.6      7237.2     0.02414   6.538e-05          S0     NGC5004 SDSSJ131101.55+293812.1
PGC0045757   4.576e+04      7282.4         5.8      7263.8        11.9      7278.8         6.3      7456.4     0.02487   2.101e-05        SBab    NGC5004A [WKE96]NSER09848
PGC0045773   4.577e+04       -9999       -9999      8497.3        36.5      8497.3        36.5      8730.2     0.02912   0.0001218         SBb    UGC08268    UGC08268
PGC0045778   4.578e+04       -9999       -9999     11044.3        25.3     11044.3        25.3     11240.4     0.03749   8.439e-05        E-SO    UGC08266 SDSSJ131122.63+342504.9
PGC0045779   4.578e+04        3042        10.9      3042.9         9.2      3042.5           5      3103.1     0.01035   1.668e-05         SBc    UGC08263 SDSSJ131123.25+032441.0
PGC0045781   4.578e+04      8704.5         9.8      8688.6        24.6      8702.3         7.6      8940.7     0.02982   2.535e-05         SBc    UGC08272    UGC08272
PGC0045782   4.578e+04        3839         7.9      3839.3           5      3839.2           3      3881.8     0.01295   1.001e-05        S0-a    UGC08262 [FN2007]1366
PGC0045787   4.579e+04      1122.3         5.6      1120.1        19.1      1122.1         3.8      1324.9    0.004419   1.268e-05          Sa     NGC5014  2MFGC10513
PGC0045798    4.58e+04       -9999       -9999      4800.3        65.7      4800.3        65.7      5045.9     0.01683   0.0002192          Sd    UGC08274 SDSSJ131141.12+501450.2
PGC0045807   4.581e+04      2069.2         5.3      2058.7         3.3      2061.7         3.9      2329.1    0.007769   1.301e-05          Sc    UGC08282  2MFGC10519
PGC0045814   4.581e+04       -9999       -9999      3019.8        37.8      3019.8        37.8      3238.3      0.0108   0.0001261          Sc    UGC08277 SDSSJ131151.05+405342.0
PGC0045828   4.583e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99          Sc    UGC08281  2MFGC10523
PGC0045833   4.583e+04       -9999       -9999     10603.7        41.8     10603.7        41.8       10834     0.03614   0.0001394          Sb    UGC08283    UGC08283
PGC0045834   4.583e+04       -9999       -9999      8487.1        14.1      8487.1        14.1      8721.8     0.02909   4.703e-05         SBb     NGC5021 SDSSJ131204.48+461142.3
PGC0045840   4.584e+04       913.2         3.3      187666        80.6       913.2         3.3       984.1    0.003283   1.101e-05           I    UGC08276 SDSSJ131206.55+052832.5
PGC0045844   4.584e+04        3034        10.3      3034.1         5.1      3034.1         3.3      3092.8     0.01032   1.101e-05          Sd    UGC08275 SDSSJ131208.54+025918.5
PGC0045848   4.585e+04       814.7         3.6         843          36         815         3.2      1015.8    0.003388   1.067e-05          Sc      IC4213  2MFGC10524
PGC0045849   4.585e+04       405.9         4.1         384          38       405.6         3.3         634    0.002115   1.101e-05          Sc     NGC5023  2MFGC10525
PGC0045875   4.588e+04         896        12.1         896          15         896         6.7       975.2    0.003253   2.235e-05          Sd    UGC08285 SDSSJ131233.28+071103.4
PGC0045880   4.588e+04       -9999       -9999      8738.8        34.9      8738.8        34.9        8976     0.02994   0.0001164           E     NGC5029   PGC045880
PGC0045883   4.588e+04      3361.3         4.6      3351.4          36      3361.2         3.3        3466     0.01156   1.101e-05        SABb     NGC5020 IRAS13101+1251
PGC0045887   4.589e+04      6342.5         4.9      6359.9        30.4      6342.9         3.9      6529.6     0.02178   1.301e-05          Sb     NGC5025  2MFGC10531
PGC0045897    4.59e+04       -9999       -9999       529.1        40.5       529.1        40.5       750.7    0.002504   0.0001351           I   PGC045897      KKH082
PGC0045905    4.59e+04      6073.6         7.8      6111.5        14.5      6082.1        12.3      6266.8      0.0209   4.103e-05        SABc    UGC08294 SDSSJ131258.27+311530.9
PGC0045915   4.592e+04        8899         8.5        8770          60      8896.5        14.1      9143.2      0.0305   4.703e-05          Sb    UGC08304 SDSSJ131309.93+503433.9
PGC0045920   4.592e+04       -9999       -9999        4035          49        4035          49      4126.4     0.01376   0.0001634        S0-a    UGC08296 SDSSJ131310.05+094126.0
PGC0045921   4.592e+04       -9999       -9999     10553.9        23.9     10553.9        23.9     10748.9     0.03585   7.972e-05         SBb    UGC08299 SDSSJ131313.45+335903.9
PGC0045927   4.593e+04         945         5.8         929          60       944.9         4.2      1147.9    0.003829   1.401e-05         IAB    UGC08303 MCG+06-29-061
PGC0045934   4.593e+04        4785        10.3      4794.6        29.1      4786.1         7.2      4978.5     0.01661   2.402e-05          Sd    UGC08302 SDSSJ131325.39+331724.9
PGC0045936   4.594e+04       -9999       -9999      7056.6        16.6      7056.6        16.6      7130.6     0.02379   5.537e-05         SBb     NGC5027     NGC5027
PGC0045938   4.594e+04        4866         6.1      4881.9        39.3      4866.4         4.5      5047.6     0.01684   1.501e-05          Sd    UGC08301 SDSSJ131321.29+301911.6
PGC0045939   4.594e+04       164.2         5.2       -9999       -9999       164.2         5.2       399.5    0.001333   1.735e-05           I    UGC08308  PGC3096233
PGC0045948   4.595e+04       874.1         2.8       882.9           5       876.2         3.2      1080.6    0.003604   1.067e-05          Sc     NGC5033     NGC5033
PGC0045992   4.599e+04         625        10.1       592.7         3.6       596.3         7.6       819.5    0.002734   2.535e-05         SBc    UGC08313 SDSSJ131353.58+421224.7
PGC0046009   4.601e+04         935        10.3       876.3        42.6       931.8        11.8      1135.3    0.003787   3.936e-05           I    UGC08314 SDSSJ131400.98+361907.8
PGC0046039   4.604e+04       193.8         4.4       -9999       -9999       193.8         4.4       428.2    0.001428   1.468e-05           I    UGC08320 MCG+08-24-093
PGC0046041   4.604e+04      2325.6         4.1        2393        29.1      2326.9         7.2      2527.3     0.00843   2.402e-05         SBc    UGC08318    UGC08318
PGC0046046   4.605e+04      7476.7         6.2      7472.5        18.3      7476.3         4.2      7659.3     0.02555   1.401e-05          Sc     NGC5041 SDSSJ131432.45+304220.8
PGC0046065   4.606e+04       859.2         4.4       800.6        27.4       857.7         7.2      1056.3    0.003523   2.402e-05          IB    UGC08323 SDSSJ131448.79+345253.2
PGC0046077   4.608e+04        7618         9.6      7600.8        35.4      7616.8         7.2        7723     0.02576   2.402e-05          Sa    UGC08322 CGCG072-034
PGC0046089   4.609e+04        6517         7.8        6563          22      6522.2        11.5      6582.1     0.02196   3.836e-05          Sc    UGC08324  2MFGC10573
PGC0046092   4.609e+04       -9999       -9999        34.8        21.9        34.8        21.9       231.5   0.0007722   7.305e-05        S0-a      IC0861  PGC2047479
PGC0046093   4.609e+04       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99           I   PGC046093     UGCA342
PGC0046127   4.613e+04       258.9         5.6       258.7           3       258.7         1.9       497.9    0.001661   6.338e-06           I    UGC08331 SDSSJ131529.74+472958.7
PGC0046131   4.613e+04       -9999       -9999      6621.3        23.4      6621.3        23.4      6800.6     0.02268   7.805e-05        S0-a     NGC5052 [WTK2001]J131534.83+294033.5
PGC0046138   4.614e+04       -9999       -9999        5906        27.9        5906        27.9      5965.3      0.0199   9.306e-05        S0-a     NGC5050 SDSSJ131541.72+025244.2
PGC0046152   4.615e+04       -9999       -9999     11365.8          33     11365.8          33     11627.4     0.03878   0.0001101          Sc    UGC08339  2MFGC10589
PGC0046153   4.615e+04       509.5         3.3         504           5       507.9         2.6       730.9    0.002438   8.673e-06         Sbc     NGC5055 SUNFLOWER_GALAXY
PGC0046171   4.617e+04        6949         7.6      6956.3        24.2      6949.7         5.4      7149.2     0.02385   1.801e-05         Sbc    UGC08338 SDSSJ131603.61+350236.6
PGC0046180   4.618e+04      5592.7         4.6        5618        18.5      5594.2         5.4      5778.6     0.01928   1.801e-05          Sc     NGC5056 SDSSJ131612.32+305701.1
PGC0046202    4.62e+04       -9999       -9999      5879.8        13.6      5879.8        13.6      6064.6     0.02023   4.536e-05          S0     NGC5057 SDSSJ131627.76+310153.3
PGC0046206   4.621e+04       -9999       -9999      9832.6        48.7      9832.6        48.7     10085.8     0.03364   0.0001624          S0    UGC08347 SDSSJ131629.81+525601.2
PGC0046218   4.622e+04      5664.5         5.5        5665         7.2      5664.7         3.2      5699.8     0.01901   1.067e-05          Sc    UGC08340 SDSSJ131635.50-020528.8
PGC0046250   4.625e+04       -9999       -9999      7132.4        20.8      7132.4        20.8      7209.1     0.02405   6.938e-05          Sb    UGC08349 SDSSJ131701.60+062125.4
PGC0046262   4.626e+04      7178.3         8.4       -9999       -9999      7178.3         8.4      7264.8     0.02423   2.802e-05          Sc    UGC08350 SDSSJ131704.02+082356.5
PGC0046263   4.626e+04       -9999       -9999      2783.7        35.4      2783.7        35.4        3047     0.01016   0.0001181          S0      IC0875 SDSSJ131707.55+573222.1
PGC0046278   4.628e+04        6233          10      6260.6        20.4      6238.4          10      6313.6     0.02106   3.336e-05         SBb     NGC5060 MCG+01-34-015
PGC0046293   4.629e+04      5548.4         4.1        5559          18        5549         3.2      5734.3     0.01913   1.067e-05        SABc     NGC5065 SDSSJ131730.57+310533.5
PGC0046319   4.632e+04       -9999       -9999      9704.8        13.4      9704.8        13.4      9749.2     0.03252    4.47e-05         SBb   PGC046319 [FN2007]1409
PGC0046321   4.632e+04        6246         8.5      6204.7        23.7      6241.3        10.8      6308.8     0.02104   3.602e-05          Sb      IC0871   PGC046321
PGC0046336   4.634e+04      5734.5         7.7      5735.1         5.6      5734.9         3.2      5774.7     0.01926   1.067e-05        SABc    UGC08360 6dFJ1318101-011437
PGC0046342   4.634e+04       -9999       -9999      6933.2        28.8      6933.2        28.8      7010.2     0.02338   9.607e-05         Sab    UGC08361 SDSSJ131818.58+062007.3
PGC0046354   4.635e+04        5604         7.6      5606.8          18      5604.4         4.8      5791.4     0.01932   1.601e-05          Sb     NGC5074 SDSSJ131825.72+312808.5
PGC0046355   4.636e+04       -9999       -9999       11027        42.3       11027        42.3     11219.2     0.03742   0.0001411         SBb    UGC08362 NRGs241.005
PGC0046372   4.637e+04       -9999       -9999      8408.6        33.9      8408.6        33.9      8647.3     0.02884   0.0001131          Sc    UGC08364  2MFGC10630
PGC0046386   4.639e+04        1265         5.1      1262.1        33.3      1264.9         3.6      1488.4    0.004965   1.201e-05         SBc    UGC08365  2MFGC10636
PGC0046413   4.641e+04        7147         8.8      7124.4        26.8      7144.8         7.6      7360.8     0.02455   2.535e-05          Sc     NGC5083 SDSSJ131903.10+393521.6
PGC0046427   4.643e+04      6661.9         4.2      6663.9        26.3        6662         2.6      6837.7     0.02281   8.673e-06         SBb     NGC5081 SDSSJ131908.23+283024.9
PGC0046472   4.647e+04       -9999       -9999        7142        36.9        7142        36.9      7360.8     0.02455   0.0001231          Sa     NGC5093   PGC046472
PGC0046507   4.651e+04       -9999       -9999      5451.6        26.2      5451.6        26.2        5641     0.01882   8.739e-05        S0-a      IC4225  2MFGC10663
PGC0046530   4.653e+04       -9999       -9999      2498.2        55.5      2498.2        55.5      2746.7    0.009162   0.0001851          Sc    UGC08386 SDSSJ132018.59+504313.3
PGC0046534   4.653e+04       11968        10.4     11923.3        38.2     11964.9        10.7     12042.5     0.04017   3.569e-05         Sbc    UGC08379    UGC08379
PGC0046548   4.655e+04        8624        15.1        8587          26      8614.7        14.6      8730.9     0.02912    4.87e-05          Sb    UGC08383 NRGb244.005
PGC0046556   4.656e+04         964        10.3       963.8         4.7       963.8           3        1037    0.003459   1.001e-05          IB    UGC08382    UGC08382
PGC0046560   4.656e+04        7024         7.9      6954.4        16.1      7010.5        20.1        7208     0.02404   6.705e-05           I      IC0883 [MLO2002]J132035.4+340821
PGC0046561   4.656e+04        5788         8.5      5887.7        27.1        5797          21      5832.4     0.01945   7.005e-05        S0-a     NGC5095 6dFJ1320369-021722
